Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
8/31/2014,Minnesota,84.75,25634,29210,161.2291667,133.1801471,144.1112055,156.25,162.6754748,146.9356853,124.1202815,107.7028239,147.8475189,125450,155000,192500,288950,369900,199900,145000,174900,206000,3.419886004,4.08,3.389830508,8000,6000,8000,1.384253819,1.116239857,1.090116279,1.095779221,0.973130841,1.125,1.115078777,,1.194875522,1.130558184,1.793333333,956,1205,1400,1700,1800,1400,1250,,1100,1450,1100,141,33.47,59.6,,,17.50599391,13.48086473,17.69589082,19.89437087,14.3457383,20.15105656,10.63,112000,148000,184900,243500,317700,175600,106000,144900,175600,179500,305800,1323,1314,1.088,1287,1320
8/31/2014,Mississippi,115.125,12675,12909,,78.06551362,82.10774945,93.98752394,89.93744058,84.04858934,105.8265957,45.94917788,83.74497062,,89900,140900,248900,297830,157500,149500,115000,157900,3.703703704,4.234206471,3.694779116,5100,5000,5100,0.931318681,0.753636364,0.696881658,0.692520776,,0.69637883,,0.57490942,0.771352584,0.693497044,0.687424181,645,750,995,,,997,,597.5,755,1000,950,66,,,,,12.368421,9.617027391,12.4245431,13.08596092,10.27777778,13.14789854,9.29,,,112500,199000,229500,107900,60000,,107900,108100,185900,942,944,0.63,858,945
8/31/2014,Missouri,90.5,40272,43548,82.38055697,80.12820513,91.37142857,97.99761905,93.75,92.45867769,111.7263428,53.3871703,91.04750305,71750,87500,139000,239900,314900,144000,139500,128000,144900,3.706449222,3.84985563,3.705075954,5000,5000,5000,0.9765625,0.787649653,0.788751715,0.693642546,,0.799785206,0.91754055,0.641941392,0.829591837,0.788667005,0.859807486,625,750,925,1200,850,900,945,640,717,900,875,91,,,,,14.51838417,12.21195233,14.67850776,16.00529334,13.64750749,16.16859105,9.91,68600,82000,129900,236000,275300,125500,66400,115100,125500,126300,232200,1006,966,0.786,878,977
8/31/2014,Montana,85.125,7056,7964,207.8891258,159.9082391,148.9966615,159.2715407,169.2564103,158.1730769,165.3415143,144.3445381,157.4864499,157950,183500,250000,316750,419000,269900,234900,239900,270000,3.861003861,,3.861003861,10000,,10000,1.121159218,0.902217742,0.853709432,0.866800535,,0.925925926,,0.888888889,0.933333333,0.916988417,,619,750,1100,1350,,1085,,675,700,1100,,144,,,,,9.019256797,4.426143889,9.397493303,11.57046059,6.107784431,11.99186992,14.04,132700,148400,186400,214000,258700,178100,128100,159300,178100,180000,282800,1034,1045,0.832,996,1053
8/31/2014,Nebraska,75.25,6025,6580,135.6722535,104.3731778,112.5401929,108.6606304,113.7456063,110.8201726,139.7350993,,110.366919,,107500,145000,249750,298458.5,149975,,115000,149950,3.077396523,2.982948414,3.077396523,5000,4900,5000,0.956738769,0.86042065,0.915580385,0.681578947,,0.937866354,,0.805555556,0.875599864,0.925925926,,710,870,1200,1250,,,,692.5,815,1100,530,94,31.56,59.38,,,16.57267477,10.25935932,16.78319157,18.78375459,11.37931034,19.02319358,9.13,71000,90200,131700,210500,182800,128400,72400,127900,128400,128400,224000,1127,1121,0.832,1058,1125
8/31/2014,Nevada,76.625,13917,15018,,107.9346558,115.3308381,115.751336,115.9708416,116.1793372,98.02950883,88.39198282,117.8033658,,125000,195000,269000,365337.5,216000,101999.5,2.00E+05,227900,3.136288998,3.913236766,3.064066852,8000,5000,9000,0.998,0.794979079,0.743006993,0.681409565,0.629206907,0.73838081,0.811904587,0.736842105,0.799331104,0.726587729,,695,875,1195,1400,1800,1200,865,,900,1250,,109,8.79,88.4,,,14.52835536,12.52962058,14.86815429,15.78818936,12.92496172,16.22660976,12.94,,121800,177000,240700,332200,186900,109300,101800,186900,204300,314100,1197,1192,0.74,,1236
8/31/2014,NewHampshire,92,11251,13056,145.9987783,129.4864348,132.8349945,134.0293454,104.4867875,135.923099,139.6588338,76.53061224,135.2675432,99900,164900,239500,337250,325000,239900,179900,199997.5,249900,3.798429982,3.536635707,3.847633705,10000,7000,10000,1.37037037,1.192969334,1,0.882352941,,1.066666667,1.181388825,1.153074866,1.2,1,,895,1180,1500,,,1400,1250,1050,1095,1550,,130,26.58,65.82,,,14.21663639,11.80355083,14.69411993,16.7029008,13.6829653,17.26756617,11.62,104700,163200,225300,300500,336100,212100,131400,158500,212100,225800,334500,1464,1447,0.976,,1501
8/31/2014,NewJersey,119,57505,62101,,201.5789474,189.2678571,191.0484623,218.4369212,173.0120812,209.3837535,140.0449944,167.8586454,,232000,315000,489000,699000,295000,245000,289400,299990,3.848867807,3.847633705,3.849114704,10000,10000,10000,2.26379624,1.924155284,1.452119309,1.260217984,,1.35,1.618369919,,1.888981559,1.218026797,1.286498295,1425,,2000,2650,,1850,1800,,1800,1895,1795,169,24.16,69.9,,,15.10018647,12.5616017,15.66722208,15.47110238,12.7143063,16.06877919,12.01,174900,210400,260900,374100,502600,279500,158100,218300,279500,282900,509200,1926,1919,1.166,1750,1936
8/31/2014,NewMexico,106.5,14100,15197,152.8117359,128.7235842,119.544592,130.3544495,147.2799779,124.2163009,141.3817028,91.43967861,123.6865942,127000,154750,199000,279945,429500,208995,155000,199000,210000,3.691275168,4.043369475,3.668025195,8544,7991,8900,1.006097561,0.8386277,0.755127786,0.696435887,,0.768339768,,0.833333333,0.877659574,0.757002705,0.806853583,600,800,1150,1300,,1150,975,625,685,1150,900,90,,,,,15.7152506,12.54820913,15.88988415,17.30144505,13.55932203,17.51034891,12.19,,113600,144200,213800,285500,159300,104700,,159300,159900,277200,1134,1129,0.66,1007,1133
8/31/2014,NewYork,130.5,83477,89956,260,166.25,127.6666667,136.6093366,178.5395408,176.7282322,,206.4351852,151.8334968,216200,219000,219900,329900,549900,319000,,489000,299000,4.003202562,4.076151122,4.00160064,10000,10000,10000,,,,,,,4.532527694,3.345724907,,,,2190,2525,2800,,,2950,3000,2500,2400,,2275,130,36.78,56.17,,,12.10956794,6.930739146,13.68899359,12.97898956,6.05825544,14.92423417,10.56,140500,121200,141600,224000,327300,252700,104200,529200,252700,230500,562500,1930,1951,1.088,2083,1827
8/31/2014,NorthCarolina,103.625,75711,79605,149.1822638,99.79391986,99.26816519,105.6876061,120.407616,103.9392038,111.4200192,,103.6096257,109000,124900,170000,289900,425000,199900,159949.5,,201990,3.335557038,3.42481203,3.335186215,6000,5000,6000,1.056257176,0.778506973,0.698959688,0.644783118,0.609756098,0.705428839,0.777453839,0.791711858,0.86440678,0.701402806,0.744167337,750,800,1025,1395,1800,1095,895,750,850,1100,1250,90,34.79,57.07,,,12.97042759,10.00837669,13.21772381,14.08815395,10.8652965,14.34917673,10.75,94500,91600,139500,247700,315700,141400,78000,122600,141400,142900,275900,1071,1072,0.696,996,1080
8/31/2014,NorthDakota,72,1416,1614,,,,,,,,,,,,,,,,,,,3.005590027,,3.031221582,6150,,6500,,,,,,1.252350427,,,,1.285947712,,,,,,,,,,,,,166,,,,,11.58450285,,11.75640334,13.53859131,,13.73068433,12.47,,177900,211600,254500,313900,191500,119700,151200,191500,197800,294000,1252,1235,1.022,1105,1271
8/31/2014,Ohio,89.5,52477,57672,85.55555556,75.05787037,82.8759058,94.32026307,83.52624717,86.26126126,85.82589286,36.05769231,86.30952381,69900,84900,121500,219000,225000,132900,117000,79900,134900,3.849114704,3.700850311,3.849114704,5000,5000,5000,0.921976127,0.772961575,0.759109312,0.73024055,,0.77586073,0.869254927,0.661764706,0.795081967,0.760332778,,559,710,995,1475,,900,,600,639,990,,77,32.03,60.72,,,16.2757305,13.48065486,16.57778857,18.05117039,14.25055059,18.44261201,8.83,61300,74200,110600,185400,213400,112000,59600,97400,112000,113300,208600,1047,1024,0.746,888,1048
8/31/2014,Oklahoma,84,18836,19710,80.35714286,66.15691489,87.8817486,99.92132179,104.2376088,88.89534884,71.05717871,77.46946732,89.19186911,64949.5,73500,143000,239900,355500,154000,,174900,155000,3.031221582,3.261150834,3.031221582,5000,3000,5000,,0.708154506,0.76456448,0.774758047,,0.764705882,0.757575758,0.686378036,0.729606506,0.765027322,0.755717015,,675,1100,1500,,1150,,592.5,635,1195,1200,67,30.02,62.04,,,15.18998768,10.57455567,15.29604864,16.75824176,10.73825503,16.89636588,8.92,46500,52300,102900,185300,231300,96500,50600,67000,96500,96900,182500,940,943,0.678,803,948
8/31/2014,Oregon,76.25,21532,24622,201.048951,159.6491228,149.7617427,150.9800203,143.1836138,155.1724138,177.8929188,113.6745034,154.3192682,179250,199500,249950,349900,429900,269900,199990,254900,275000,3.258064516,3.290322581,3.258064516,10000,7000,10000,1.392857143,1.076934182,0.961377572,0.852835284,,0.963156665,1.234712786,0.988843813,1.204262877,0.945,,,1025,1395,1745,,1395,1295,825,1000,1400,1155,152,18.53,75.76,,,14.79479571,13.47499393,14.87779375,17.36973425,14.82617587,17.52276083,14.4,167500,185300,226900,314600,361700,231000,146300,163000,231000,235600,384000,1340,1330,0.894,1184,1344
8/31/2014,Pennsylvania,101.5,68584,73888,134.1666667,106.4814815,105.3030303,116.0168529,97.22222222,109.4967532,134.6375882,57.8135725,108.3711875,118950,125000,159900,279000,294900,175000,185500,125000,175000,3.847633705,3.340659341,3.849114704,5900,5000,5900,1.405172414,1.111111111,0.942460317,0.822737472,0.56606575,0.976653343,1.381322957,0.992685475,1.222570533,0.93387471,1.226193791,900,1100,1350,1800,,1300,1325,900,1100,1300,995,105,33.72,59.63,,,17.17365653,13.69943209,17.3769602,18.58832733,13.95120031,18.85158912,10.11,103700,116500,146000,267100,276100,146600,73500,115000,146600,151900,275300,1188,1180,0.856,1081,1198
8/31/2014,RhodeIsland,98,6086,6716,197.5271605,162.8239861,169.2833668,157.0209998,86.01713537,170.8496094,172.0930233,74.25301404,170.7161651,150000,199000,259000,344450,229450,259900,225000,169950,269000,4.026666667,4.8,4.008016032,10000,10000,10000,1.5,1.230384615,1.191363282,1.037037037,,1.264648438,1.37987013,,1.214285714,1.22566093,,999,1250,1600,1800,,1600,1450,1297.5,1200,1750,,156,25.45,65.53,,,16.27061809,11.75770944,17.18187525,17.72738067,12.56245539,18.75801168,12.15,149400,179200,219400,324700,428800,219300,146800,172000,219300,223200,385700,1467,1414,1.088,1131,1486
8/31/2014,SouthCarolina,114,41019,41990,169.2153846,99.69325153,99.80026631,103.9255618,113.0586968,102.5673941,131.1277882,90.83850932,100.2004582,,116900,170000,269000,360000,189000,149900,,195000,3.268845897,3.858212774,3.225806452,5100,5000,5100,1.104089563,0.810546875,0.821667681,0.801069519,0.731177674,0.826875856,0.961538462,0.866738895,0.899159664,0.810532709,0.800768738,,850,1200,1525,,1200,1000,902.5,900,1250,1250,82,32.99,60.37,,,12.88590714,10.28772574,13.41854381,13.67747629,10.39609579,14.31172535,9.72,80400,89900,135700,226700,,125000,66700,124100,125000,125000,253600,1076,1078,0.72,1010,1089
8/31/2014,SouthDakota,,3266,3558,100.5228758,112.7440391,110.7000569,105.3325796,118.4609827,112.7440391,112.9027446,,112.7440391,,136000,164000,199900,318000,177600,179000,,177500,3.450655625,,3.426914749,5600,,5550,0.837142857,0.752980855,0.784143519,,,0.797005253,,,0.767045455,0.793650794,,550,705,900,,,900,,,600,925,,120,,,,,11.71871289,,11.91521215,13.38895511,,13.62619483,11.28,91500,128800,150700,177500,241200,148600,104100,135300,148600,148600,239600,1012,1011,0.824,934,1013
8/31/2014,Tennessee,97.75,49096,51850,,97.9247416,95.98698482,103.7909459,112.2740826,100.390625,105.8341994,58.52864583,99.91666667,,121900,169000,297700,425000,174900,162500,125000,175000,3.334444815,3.137871637,3.334444815,5099,5000,5100,,0.777507566,0.709700428,0.615350684,,0.737100737,0.9003327,0.659135298,0.811403509,0.721420644,0.753367003,,795,1000,1400,,1100,1200,630,843,1095,1150,79,,,,,13.29807121,10.85350247,13.52036325,14.6085913,12.16038973,14.82760355,9.61,109400,97300,130800,228900,337800,120900,64000,138000,120900,119800,232400,1008,1013,0.692,1048,1011
8/31/2014,Texas,69.25,97778,105328,,104.1076487,95.17791165,103.7734217,116.117113,99.78303319,130.3926321,73.52941176,98.94977511,,130000,174900,287990,453357,218000,,174900,219000,3.032140691,3.999519995,3.021641486,6100,5500,6322,1.269230769,1.054616742,0.838815789,0.753762542,0.722978723,0.827098919,1.163498099,0.901004983,1.144273128,0.809261562,0.819067906,919,1119,1350,1750,2300,1375,1200,1000,1095,1395,1325,78,,,85.18,14.82,13.56272035,7.619429536,13.94934421,15.17021502,7.991071429,15.62350255,8.58,,,124100,218300,,135700,,,135700,136200,267900,1304,1303,0.788,1204,1311
8/31/2014,UnitedStates,90.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2014,Utah,84.25,14733,15622,162.1987952,137.9429648,130.0564384,136.7885907,145.035461,139.8227972,140.2022226,120.3471546,139.7204768,,163150,220000,278000,374900,249990,216250,,258000,2.881168137,2.996519225,2.873563218,7900,5100,8100,1.073463523,0.86875,0.841334695,0.791170635,0.776627219,0.865514662,0.876086256,0.794217914,0.868421053,0.856917061,,680,825,1175,1300,1575,1200,1050,725,806,1250,,141,,,,,16.08392724,12.625158,16.76560395,18.35820206,14.08815903,19.17363556,13.1,,152900,197900,227500,285400,207700,141500,173200,207700,213600,335500,1311,1306,0.914,1191,1325
8/31/2014,Vermont,126.5,7797,8702,150,148.7174749,142.9352717,133.1517353,118.5009237,144.4471199,150.212292,62.6035111,142.5,98500,167900,255000,299900,399999,230000,183500,175000,239500,5.002501251,4.753344482,5.002501251,10000,10000,10000,,,,,,,,,,,,,,,,,,,,,,,146,38.8,55.06,,,9.808353471,5.466330068,10.4967993,11.78895301,5.84,12.66855926,12.53,159100,186200,229800,289000,341300,209300,,176300,209300,210800,305500,1369,1369,0.892,1400,1366
8/31/2014,Virginia,88.5,48462,51828,231.0075593,136.1324503,132.5,142.0427553,151.9578479,139.6871565,172.2660962,129.3103448,137.4236896,195000,165000,219900,359900,525000,264900,240000,235000,268000,3.032140691,2.831858407,3.055848261,9685,6400,9950,1.989795918,1.351896691,1.018045986,0.881696122,0.813192454,1.03926097,1.411589896,,1.586874934,0.9748378,1.244578585,1495,1425,1524,1950,2400,1600,1595,,1550,1650,1795,133,32.64,58.96,,,15.91552776,14.78918886,16.03062183,17.17388762,15.44728695,17.34403854,12.48,197800,152400,198500,343700,501700,225000,120600,276400,225000,215000,463300,1474,1457,0.912,1698,1393
8/31/2014,Washington,76,32779,37642,238.0293739,171.0310966,155.926388,159.1813744,170.8275543,161.9642971,182.094436,123.6115236,160.6032614,180000,199950,260000,357500,429000,279950,211700,269950,289000,3.35477919,4.000581903,3.334444815,10000,9900,10000,1.923076923,1.309375,0.972222222,0.864841373,0.798241555,0.989782886,1.287177956,1.030982906,1.531830239,0.958333333,,1302,1285,1475,1795,1995,1500,1300,975,1300,1550,1220,153,19.55,73.72,,,13.71980863,11.77158698,13.90070842,15.48631624,12.41105065,15.77207312,14.16,176000,199400,252400,346700,424100,254300,148700,221700,254300,258200,462800,1478,1465,0.934,1374,1480
8/31/2014,WestVirginia,105.75,9096,9828,97.00520833,81.203271,89.05940594,92.54390128,89.10675381,89.58449981,117.3214415,60.88694328,89.13095238,79900,90000,147900,230000,294950,150000,,119900,150000,4.550076167,,4.572864322,6900,,6960,,0.797453704,0.731617647,0.592868988,,0.745833333,,,0.757358491,0.738255034,,549,800,1100,1350,,1100,,,675,1100,,69,41.79,53.72,,,11.8213506,,12.01443667,13.46457347,,13.69699042,8.69,,,104900,145000,171100,93200,62500,114000,93200,93100,160100,880,884,0.68,918,883
8/31/2014,Wisconsin,101.25,42611,47484,129.5294402,109.0225564,111.1159927,102.2614915,98.33333333,110.4807692,115.8917418,57.3442623,109.283461,95900,126000,169900,218250,269900,169900,149900,129000,169900,3.847633705,3.638127631,3.849114704,5725,5000,6000,1.165540541,0.922758621,0.882352941,,,0.925110132,1.026315789,0.936329588,0.936408106,0.869556357,,800,875,1150,1067.5,,1150,,825,840,1200,,97,34.07,58,,,13.89349004,10.6450315,14.23768831,15.82220011,12.01280362,16.21907919,11.16,89200,104500,143900,187500,221600,145500,87500,130700,145500,147000,245000,1048,1028,0.84,976,1034
8/31/2014,Wyoming,76.75,3124,3422,180.380774,142.0454545,134.56033,143.1948424,151.2231843,146.8005561,,105.0986051,146.7505241,,172000,235950,285000,377000,237900,,179450,235250,3.21101774,,3.206349206,9000,,9000,,0.890845806,,,,0.944010417,,0.971428571,0.915,0.944669366,1.136350236,625,800,1050,,,1300,,750,750,1300,1297.5,140,,,,,7.889868198,,8.076962123,10.0204499,,10.2189781,11.64,,149100,194100,215500,263300,180600,129600,174100,180600,181100,288600,1145,1135,0.9,1147,1134
9/30/2014,Alabama,122.25,30701,31976,,95.69953612,90.625,98.34094636,99.97493734,89.15275995,187.5,,87.62588752,,118900,154500,254800,339000,169900,213300,119900,169900,3.706449222,3.344481605,3.717472119,5100,5100,5100,0.953488372,0.702113528,0.665413646,0.625,,0.632694938,0.902101662,0.681818182,0.757694664,0.626043406,0.605413105,665,725,900,1350,,950,,,725,950,975,71,46.2,48.14,,,11.74951321,9.206390322,11.91892653,12.4722294,9.867009867,12.63915995,9.66,91500,68900,118700,226300,326800,117200,60300,132700,117200,116700,230000,951,952,0.622,985,950
9/30/2014,Alaska,81.25,3207,3752,166.6666667,162.371134,158.5365854,157.3941929,133.4075724,156.9139157,162.7654554,123.5031707,156.0846561,116000,175883.5,255000,349935,427000,249000,184450,319990,260000,2.638522427,2.68907563,2.632964718,6500,5000,7500,1.478885038,1.350345882,1.191744341,1.048752834,,1.214664311,1.391465677,1.21042769,1.285714286,1.151840569,,907.5,1295,1800,2070,,1747.5,1570,1195,1300,1850,,177,,,,,12.77207006,11.19805672,13.01237292,15.71984436,14.44600281,15.92500565,11.66,128300,185400,265600,341000,443800,254200,169800,182900,254200,267000,370300,1736,1712,1.29,1629,1743
9/30/2014,Arizona,93.75,38589,37570,,109.0863,110.595407,113.0255829,105.8337193,121.2121212,117.0515395,90.72111357,121.5443273,,130000,199900,292050,373240,226603,139900,190500,235990,2.469135802,3.227888961,2.414804242,5010,5000,5100,1.011363636,0.839285714,0.75,0.6225,,0.737723874,0.929152149,0.77247191,0.91025641,0.70948469,0.734042291,677,800,1050,1195,,1175,1000,675,870.5,1195,1195,113,38.24,54.62,,,17.27866635,14.60893143,17.60871454,17.79385375,13.72584432,18.26351675,13.27,89400,148900,174200,241900,368300,184700,113400,125800,184700,195100,338300,1166,1155,0.74,985,1185
9/30/2014,Arkansas,117.25,19786,20229,115.0577558,75,85.07853403,97.94591654,99.45695432,87.11340206,111.5434501,55.87223986,86.85266003,89900,90500,132500,229000,359000,144900,136375,149900,145000,3.717472119,4.444444444,3.706449222,5000,5500,5000,0.795447154,0.661111111,0.68,0.692340978,,0.687562231,,0.612007168,0.680709438,0.687409551,0.684570827,545,650,900,1400,,975,,575,650,975,975,69,41.13,51.43,,,11.48424003,7.890883563,11.58407879,12.3046252,8.082408875,12.41359565,9.48,85200,82400,126700,220700,339800,108700,58200,123800,108700,108500,194600,894,891,0.604,818,893
9/30/2014,California,69.5,84185,90770,351.5341099,266.6666667,234.5415778,232.2294023,245.1982019,251.7681243,308.3350485,236.3832183,236.7132506,265000,310000,385900,515000,749650,419900,378000,515000,429999,3,2.753441802,3.048780488,11000,10000,12000,2.333333333,1.81774704,1.355072464,1.103394824,0.910384068,1.417004049,1.804812834,1.387096969,1.930147059,1.205645161,2.535944785,1570,1850,2000,2300,2650,2100,2200,1295,1810,2000,1387.5,274,16.39,78.61,86.44,13.56,14.68771525,13.76604719,14.89627471,16.67989499,15.29054311,16.9820203,16.74,275200,342900,396000,503000,674100,417100,216000,381700,417100,423700,788300,2098,2072,1.354,1971,2107
9/30/2014,Colorado,64,29497,33280,240.045045,179.5720141,165.2234637,168.3958997,187.1872631,172.9700704,216.1494017,155.9569892,170.3770188,177900,225000,295000,399900,549000,317500,238000,280247.5,325000,2.777777778,3.157894737,2.72972973,10000,7000,10000,1.6,1.263244247,1.005382959,0.957106499,0.896201177,1.049235182,1.25,1.183655797,1.402877698,1.000863043,,1165,1300,1495,1850,1950,1495,1295,,1268,1500,995,157,17.87,76.43,87.68,12.32,11.96972832,8.576727118,12.52764871,14.40249859,10.00304971,15.10364772,12.84,150200,187100,246200,346100,413600,249900,149200,180400,249900,261900,442800,1556,1545,1.036,1342,1589
9/30/2014,Connecticut,119.5,26272,28690,150.3448276,146.4921466,158.6611456,163.4155318,171.1983887,161.1225551,144.6069001,81.96622076,164.4510455,129900,179900,249900,399900,579900,274900,189000,198900,299000,3.846893633,3.705075954,3.847633705,10000,7000,10000,1.607142857,1.268317853,1.188707281,1.002391751,0.52177211,1.280334966,1.418894372,0.999252312,1.23125,1.23129385,,1100,1400,1800,2100,,1750,1525,1100,1250,1850,1050,150,43.33,47.42,,,16.71988169,13.93591645,17.39755554,19.94589416,16.04956483,20.86599087,11.67,118700,166900,232000,355700,569900,238600,143200,154400,238600,253800,443300,1684,1625,1.138,1300,1746
9/30/2014,Delaware,114.25,7156,7470,,131.6644191,130.3443419,127.9966667,154.8451327,132.1428571,160.9012035,81.93930333,130.3654873,143000,174900,229900,339000,599450,261900,277995,,259990,3.227541689,3.669720068,3.225806452,9900,7250,9900,1.278975741,1.027443609,0.843274854,0.759450752,,0.839895245,,1.029411765,1.191546763,0.834782609,,959,1122.5,1250,1735,,1299,1200,950,1025,1300,,129,29.33,62.56,,,14.31387678,9.810728377,14.91447407,16.09013012,10.58358061,16.74958541,12.16,126600,146600,189200,298300,359600,198100,122200,,198100,197600,324200,1331,1330,0.9,1230,1337
9/30/2014,DistrictofColumbia,63,1203,1239,512.8468654,464.11611,351.2396694,389.7260274,489.6526238,442.5287356,500.8923861,,384.5352564,349527.5,499900,499000,649949.5,1399000,450000,399000,,550000,3.759398496,3.573116119,3.846153846,19001,14000,24000,2.929551486,2.731707317,2.055124515,1.612903226,,2.661782213,2.95992714,2.830188679,2.909023066,2.070393375,3.365200765,2099,2950,2950,2970,,2500,2300,,2210,2800,1700,426,24.56,66.5,,,13.89331727,14.20842758,13.69646409,15.6525067,15.26898734,16.01186064,15.67,359000,470200,471900,721800,1297000,460100,250800,454100,460100,481300,841900,2475,2464,2.054,2447,2544
9/30/2014,Florida,106,161587,157810,164.7194245,115,112.6647932,119,133.8647959,120.18138,150.9054326,113.8603761,114.8497679,125000,138000,194900,294990,449900,216000,188100,215900,224900,3.777777778,4.291845494,3.64298725,7925,6000,8100,1.396853434,1.218220339,1.014355995,0.896902531,0.892694509,1.147200716,1.530612245,1.24137931,1.277118555,0.961538462,1.116261167,1099,1380,1600,2000,2800,1600,1600,1450,1395,1600,1500,103,16.21,79.17,,,15.3946528,12.45414436,16.48306877,14.94266108,11.37964893,16.24287304,9.88,81000,114500,163800,258400,403600,161400,77900,130500,161400,171100,330300,1390,1401,0.95,1379,
9/30/2014,Georgia,95.75,59284,60841,161.1612903,93.53741497,85.41666667,95.01140143,106.0499488,91.28847157,115.1910488,,90.3572966,124450,122000,148900,250000,375000,185600,155000,,189500,3.572704537,3.561776062,3.572704537,6100,5100,6400,1.263636364,,0.672419996,0.60851927,0.580286169,0.664893617,0.88593577,0.667579295,0.920427553,0.657423971,0.663558106,958,,1000,1374,1750,1100,1095,,999,1100,1100,75,24.79,70.45,,,13.3506301,9.143777725,13.63951099,14.21447292,9.715242881,14.52825046,9.91,105800,82100,119700,218600,331000,130300,68200,126400,130300,130400,262400,1114,1116,0.666,1151,1113
9/30/2014,Hawaii,83.625,6222,6250,517.037037,441.1134904,394.4664032,387.9050662,345.6427646,422.125182,481.0078434,368.3574879,384.6153846,319900,448500,585000,799000,948000,515000,399000,670000,618300,3.892496392,3.674768519,4.00090286,19000,13750,20000,2.852998066,2.296587927,1.902874155,1.664289111,,2.255639098,2.638888889,2.352430556,2.471053572,1.846688034,,1500,1950,2500,2700,,2150,2000,,1800,2350,1200,407,14.58,79.28,,,9.371567796,8.207683573,10.23901094,9.727284152,8.545770568,10.63263041,19.73,324100,390800,523600,691700,807200,511800,271500,372800,511800,626800,862000,2031,2026,1.75,1824,2190
9/30/2014,Idaho,92.75,13729,15070,159.0909091,122.1276118,110.4743083,103.2173913,95.70765661,108.6793861,212.2877123,77.53363229,107.5331126,130000,144900,179900,225000,289900,198990,241000,189900,197990,3.144654088,3.374140893,3.139534884,5900,6000,5900,0.924556213,0.731578947,0.71875,0.631326585,,0.710116732,0.75722224,0.674019608,0.704545455,0.708061002,,550,675,995,1200,,995,,645,650,995,,100,,,,,10.89090346,7.68317835,11.05568396,12.86713287,8.54214123,13.07320779,12.42,116200,120800,152200,192400,232700,158600,106500,158900,158600,158600,274100,997,992,0.664,854,999
